Party,Statistic,Type,Coeff,pval_coeff,r2,Lilliefors,Linearity,Heteroscedasticity,Model_score
SGP,AOW_163,votes,-0.7995,0.0,0.0916,0.0,0.2179,2.0896735947618605e-25,3
DENK,AOW_163,votes,-0.1514,0.0,0.1429,0.0,0.0001,4.251226859050395e-14,2
VijftigPlus,AOW_163,votes,0.0668,0.0,0.0133,0.0,0.0,0.6189821256036103,2
VVD,ParticuliereHuishoudensExclStudenten_132,votes,0.0053,0.0,0.0794,0.0,0.0598,0.176848467474065,4
D66,ParticuliereHuishoudensExclStudenten_132,votes_log,0.0322,0.0,0.0575,0.0,0.0,0.18117941986159886,3
PVV,ParticuliereHuishoudensExclStudenten_132,votes,-0.0046,0.0,0.139,0.0,0.0,0.07726266099675387,3
CDA,ParticuliereHuishoudensExclStudenten_132,votes_square,-0.0004,0.0015,0.003,0.0,0.0002,0.2577509504399261,2
SP,ParticuliereHuishoudensExclStudenten_132,votes,-0.006,0.0,0.2644,0.0,0.0,0.491420810705683,3
PvdA,ParticuliereHuishoudensExclStudenten_132,votes_log,-0.041,0.0,0.0766,0.0,0.0,0.12365413107257739,3
Groenlinks,ParticuliereHuishoudensExclStudenten_132,votes_log,0.0585,0.0,0.1092,0.0,0.0,0.42096644364240443,3
FvD,ParticuliereHuishoudensExclStudenten_132,votes,0.0028,0.0,0.0305,0.0,0.0,0.17696299452334963,2
PvdD,ParticuliereHuishoudensExclStudenten_132,votes,0.0009,0.0,0.08,0.0,0.0,0.8544132287558559,3
CU,ParticuliereHuishoudensExclStudenten_132,votes,-0.001,0.0038,0.0044,0.0,0.0785,0.22832178192870362,3
SGP,ParticuliereHuishoudensExclStudenten_132,votes,-0.0,0.9961,0.0,0.0,0.0,0.10415462846287682,1
DENK,ParticuliereHuishoudensExclStudenten_132,votes,-0.0008,0.0,0.0592,0.0,0.0,1.0671331859511116e-06,2
VijftigPlus,ParticuliereHuishoudensExclStudenten_132,votes,0.0007,0.0,0.0219,0.0,0.0,0.4795659863089745,2
VVD,TypeEenpersoonshuishouden_133,votes,0.007,0.0,0.0611,0.0,0.0,0.3694694166245098,3
D66,TypeEenpersoonshuishouden_133,votes_log,0.0566,0.0,0.0843,0.0,0.0,0.10181692016153292,3
PVV,TypeEenpersoonshuishouden_133,votes_sqrt,-0.0112,0.0,0.1575,0.1271,0.0,8.136203875385095e-07,3
CDA,TypeEenpersoonshuishouden_133,votes_div,0.0677,0.01,0.002,0.0,0.0388,0.06225493673951655,2
SP,TypeEenpersoonshuishouden_133,votes,-0.0092,0.0,0.2755,0.0,0.0,0.1319225923608299,3
PvdA,TypeEenpersoonshuishouden_133,votes_log,-0.0597,0.0,0.0738,0.0,0.0,0.7845513646930319,3
Groenlinks,TypeEenpersoonshuishouden_133,votes_log,0.0993,0.0,0.1398,0.0,0.0,0.6175912258269243,3
FvD,TypeEenpersoonshuishouden_133,votes_div,-3.2095,0.0,0.0817,0.0,0.0,0.0985025361017092,3
PvdD,TypeEenpersoonshuishouden_133,votes_div,-3.0878,0.0,0.0518,0.0,0.0,0.1862159586438983,3
CU,TypeEenpersoonshuishouden_133,votes_square,-0.0002,0.0398,0.0023,0.0,0.0793,0.8918108696741681,3
SGP,TypeEenpersoonshuishouden_133,votes_square,-0.0004,0.1241,0.0016,0.0,0.1622,0.0730371417674874,2
DENK,TypeEenpersoonshuishouden_133,votes_square,-0.0,0.0,0.0196,0.0,0.0633,0.06120464971307754,3
VijftigPlus,TypeEenpersoonshuishouden_133,votes,0.0009,0.0,0.0231,0.0,0.0,0.7944971815220193,2
VVD,TypeEenoudergezin_134,votes_log,0.0417,0.0,0.0571,0.0086,0.5189,0.10974806685943446,4
D66,TypeEenoudergezin_134,votes_sqrt,0.0065,0.0,0.0522,0.0033,0.1372,0.5507317491848249,4
PVV,TypeEenoudergezin_134,votes_log,-0.0229,0.0,0.0204,0.0,0.6015,0.07532619236640727,3
CDA,TypeEenoudergezin_134,votes_log,0.0312,0.0,0.0294,0.3956,0.0,0.07553610286958506,3
SP,TypeEenoudergezin_134,votes,-0.0067,0.0,0.1452,0.0,0.0,0.2867439028792636,3
PvdA,TypeEenoudergezin_134,votes,-0.0131,0.0,0.2242,0.0,0.0,4.7336707596098396e-05,2
Groenlinks,TypeEenoudergezin_134,votes_div,-1.322,0.0495,0.0016,0.0,0.8441,0.6601685304460787,3
FvD,TypeEenoudergezin_134,votes,-0.0008,0.3828,0.0016,0.0,0.9411,0.33484257159235353,2
PvdD,TypeEenoudergezin_134,votes_log,0.0203,0.0,0.0105,0.057,0.8321,0.5214443826567191,4
CU,TypeEenoudergezin_134,votes_div,1.7051,0.0107,0.004,0.0,0.3839,0.521741496436477,3
SGP,TypeEenoudergezin_134,votes_square,0.0006,0.0123,0.0049,0.0,0.0033,0.17867097483985528,2
DENK,TypeEenoudergezin_134,votes_sqrt,-0.0076,0.0,0.0908,0.0,0.0,0.29876977350320855,3
VijftigPlus,TypeEenoudergezin_134,votes,0.0006,0.0,0.0081,0.0,0.0003,0.733526804619535,2
VVD,TypePaarZonderKind_135,votes,0.0051,0.0,0.0909,0.0,0.6936,0.007625449850324323,3
D66,TypePaarZonderKind_135,votes_log,0.0439,0.0,0.1376,0.0,0.0,0.8523059814785093,3
PVV,TypePaarZonderKind_135,votes_sqrt,-0.0064,0.0,0.1311,0.1624,0.0,3.9917376316706405e-07,3
CDA,TypePaarZonderKind_135,votes_div,0.1115,0.0,0.0152,0.0,0.1585,0.5490651847218744,3
SP,TypePaarZonderKind_135,votes,-0.0052,0.0,0.2347,0.0,0.0,0.13569826286601178,3
PvdA,TypePaarZonderKind_135,votes_log,-0.0334,0.0,0.0633,0.0,0.0,0.12743121225348897,3
Groenlinks,TypePaarZonderKind_135,votes,0.0034,0.0,0.1439,0.0,0.0,3.215523794435287e-43,2
FvD,TypePaarZonderKind_135,votes,0.0014,0.0059,0.0079,0.0,0.0,0.6511569029356286,2
PvdD,TypePaarZonderKind_135,votes_div,-2.0072,0.0,0.0569,0.0,0.0,0.06582161305693118,3
CU,TypePaarZonderKind_135,votes_square,-0.0003,0.0002,0.0077,0.0,0.615,0.2911187254222043,3
SGP,TypePaarZonderKind_135,votes_square,-0.0005,0.0021,0.0065,0.0,0.9991,0.020373301294200827,2
DENK,TypePaarZonderKind_135,votes_square,-0.0,0.0438,0.0042,0.0,0.9432,0.263188823129225,3
VijftigPlus,TypePaarZonderKind_135,votes,0.0004,0.0,0.0079,0.0,0.0,0.519660437636917,2
VVD,TypePaarMetKindEren_136,votes,0.0038,0.0,0.0656,0.0,0.0014,0.4988004500111973,3
D66,TypePaarMetKindEren_136,votes_log,0.0328,0.0,0.099,0.0,0.0,0.19754771553471226,3
PVV,TypePaarMetKindEren_136,votes,-0.0032,0.0,0.1039,0.0,0.0002,0.1612918429224365,3
CDA,TypePaarMetKindEren_136,votes_square,-0.0006,0.0,0.0083,0.0,0.0546,0.2464466100070307,3
SP,TypePaarMetKindEren_136,votes_div,1.0896,0.0,0.1202,0.0,0.0105,0.7106337827435213,3
PvdA,TypePaarMetKindEren_136,votes_log,-0.0327,0.0,0.0806,0.0001,0.0,0.8285639885300715,3
Groenlinks,TypePaarMetKindEren_136,votes_log,0.0573,0.0,0.1682,0.0,0.0,0.2573093457177136,3
FvD,TypePaarMetKindEren_136,votes_div,-1.2546,0.0,0.0476,0.0,0.0,0.2327162398834372,2
PvdD,TypePaarMetKindEren_136,votes_sqrt,0.0029,0.0,0.1475,0.0005,0.0,0.33443764166078793,3
CU,TypePaarMetKindEren_136,votes_square,-0.0003,0.0,0.0102,0.0,0.9507,0.4981225147788173,3
SGP,TypePaarMetKindEren_136,votes,-0.0014,0.0013,0.0072,0.0,0.1443,3.37130070315775e-05,2
DENK,TypePaarMetKindEren_136,votes_sqrt,-0.0017,0.0,0.0203,0.0,0.4536,5.694078245821432e-10,2
VijftigPlus,TypePaarMetKindEren_136,votes_log,0.0236,0.0,0.0596,0.0001,0.0,0.5206824874964651,3
VVD,BronInkomenAlsWerknemer_137,votes_div,-0.2237,0.0,0.0203,0.0,0.9319,0.15933620966358242,3
D66,BronInkomenAlsWerknemer_137,votes,0.0035,0.0,0.0834,0.0,0.0002,7.407710190910109e-10,2
PVV,BronInkomenAlsWerknemer_137,votes,-0.0044,0.0,0.1052,0.0,0.7723,0.04522633782856661,3
CDA,BronInkomenAlsWerknemer_137,votes_div,0.0623,0.0008,0.0033,0.0,0.0353,0.060830751211209816,2
SP,BronInkomenAlsWerknemer_137,votes_div,1.5598,0.0,0.125,0.0,0.9858,0.7587011907108503,4
PvdA,BronInkomenAlsWerknemer_137,votes_div,0.2847,0.004,0.0026,0.0,0.0561,0.19716961163848168,3
Groenlinks,BronInkomenAlsWerknemer_137,votes,0.0041,0.0,0.1546,0.0,0.0,3.1357651029130915e-15,2
FvD,BronInkomenAlsWerknemer_137,votes_log,0.0763,0.0,0.0602,0.0,0.0,0.9306516541796517,3
PvdD,BronInkomenAlsWerknemer_137,votes,0.0013,0.0,0.1459,0.0,0.0,0.5033251981676705,3
CU,BronInkomenAlsWerknemer_137,votes_square,-0.0004,0.0,0.015,0.0,0.8802,0.06601560200297756,3
SGP,BronInkomenAlsWerknemer_137,votes,-0.0019,0.0012,0.0071,0.0,0.0778,5.606276703441108e-06,2
DENK,BronInkomenAlsWerknemer_137,votes,-0.0007,0.0,0.0284,0.0,0.1626,4.156561998386977e-05,2
VijftigPlus,BronInkomenAlsWerknemer_137,votes_log,0.0408,0.0,0.0953,0.0002,0.0,0.72783746580419,3
VVD,BronInkomenAlsZelfstandige_138,votes_div,-0.0992,0.0,0.0167,0.0,0.2298,0.09645121519014598,3
D66,BronInkomenAlsZelfstandige_138,votes_sqrt,0.0043,0.0,0.1281,0.007,0.0,0.05001796828670906,3
PVV,BronInkomenAlsZelfstandige_138,votes,-0.0006,0.0002,0.0067,0.0,0.1078,4.8090876626298084e-05,2
CDA,BronInkomenAlsZelfstandige_138,votes,0.0006,0.0114,0.0024,0.0,0.0,0.6530640435370325,2
SP,BronInkomenAlsZelfstandige_138,votes_div,0.3261,0.0,0.0523,0.0,0.8331,0.18281998521090248,4
PvdA,BronInkomenAlsZelfstandige_138,votes_log,-0.0355,0.0,0.133,0.0287,0.0,0.8751484566239194,3
Groenlinks,BronInkomenAlsZelfstandige_138,votes_log,0.0305,0.0,0.0649,0.0,0.0,0.4119327018758324,3
FvD,BronInkomenAlsZelfstandige_138,votes_square,0.0,0.0148,0.0153,0.0,0.1019,0.5445144927223788,3
PvdD,BronInkomenAlsZelfstandige_138,votes_square,0.0,0.0,0.0211,0.0,0.1424,0.3263456120254751,3
CU,BronInkomenAlsZelfstandige_138,votes,-0.0,0.9942,0.0,0.0,0.1816,0.05297651132742956,2
SGP,BronInkomenAlsZelfstandige_138,votes_square,-0.0002,0.1097,0.002,0.0,0.8694,0.0167181482461067,1
DENK,BronInkomenAlsZelfstandige_138,votes,-0.0007,0.0,0.0595,0.0,0.0006,0.0016414946621278988,2
VijftigPlus,BronInkomenAlsZelfstandige_138,votes,0.0003,0.0,0.0102,0.0,0.0,0.15338808015151265,2
VVD,BronOverdrachtsinkomen_139,votes,0.0071,0.0,0.1119,0.0,0.1619,1.05582186473919e-06,3
D66,BronOverdrachtsinkomen_139,votes_square,0.0008,0.0,0.0738,0.0,0.4454,4.94073376044206e-08,3
PVV,BronOverdrachtsinkomen_139,votes_sqrt,-0.0079,0.0,0.1228,0.0714,0.0,0.001985532029386512,3
CDA,BronOverdrachtsinkomen_139,votes_square,-0.0004,0.0244,0.0015,0.0,0.0001,0.05877659002125671,2
SP,BronOverdrachtsinkomen_139,votes,-0.0062,0.0,0.2104,0.0,0.0,0.17901005881591525,3
PvdA,BronOverdrachtsinkomen_139,votes_log,-0.0446,0.0,0.0708,0.0,0.0,0.5629208297222743,3
Groenlinks,BronOverdrachtsinkomen_139,votes,0.0026,0.0,0.0518,0.0,0.0,0.14579047808594625,3
FvD,BronOverdrachtsinkomen_139,votes_div,-0.6224,0.0138,0.006,0.0,0.0003,0.08509135397167737,2
PvdD,BronOverdrachtsinkomen_139,votes_square,0.0,0.0,0.0306,0.0,0.135,0.8609931215459354,3
CU,BronOverdrachtsinkomen_139,votes,-0.0011,0.0039,0.0044,0.0,0.0067,0.25149151745572024,2
SGP,BronOverdrachtsinkomen_139,votes_square,-0.0003,0.0583,0.0025,0.0,0.2204,0.0836665210719343,2
DENK,BronOverdrachtsinkomen_139,votes,-0.0012,0.0,0.0962,0.0,0.0,1.9632850124920082e-10,2
VijftigPlus,BronOverdrachtsinkomen_139,votes,0.0004,0.0,0.007,0.0,0.0,0.8348588868110768,2
VVD,WoningbezitEigenWoning_140,votes,0.0038,0.0,0.0659,0.0,0.0013,0.6300272283969226,3
D66,WoningbezitEigenWoning_140,votes_log,0.037,0.0,0.1195,0.0,0.0,0.8653409464041832,3
PVV,WoningbezitEigenWoning_140,votes,-0.0035,0.0,0.1255,0.0,0.0,0.09802744610676473,3
CDA,WoningbezitEigenWoning_140,votes,-0.003,0.0,0.0427,0.0,0.0095,3.574162099287804e-08,1
SP,WoningbezitEigenWoning_140,votes,-0.0046,0.0,0.2378,0.0,0.0,0.14588673395771967,3
PvdA,WoningbezitEigenWoning_140,votes_div,0.1592,0.0261,0.0015,0.0,0.1619,0.2064535293795271,3
Groenlinks,WoningbezitEigenWoning_140,votes,0.0033,0.0,0.1832,0.0,0.0,1.6200295052038465e-69,2
FvD,WoningbezitEigenWoning_140,votes,0.0021,0.0,0.0268,0.0,0.0,0.15652831434842457,2
PvdD,WoningbezitEigenWoning_140,votes_log,0.0401,0.0,0.1737,0.0,0.0,0.36941891106967684,3
CU,WoningbezitEigenWoning_140,votes_square,-0.0003,0.0,0.0104,0.0,0.8779,0.20320730701430686,3
SGP,WoningbezitEigenWoning_140,votes,-0.0011,0.012,0.0043,0.0,0.0538,2.974957436525968e-05,2
DENK,WoningbezitEigenWoning_140,votes_square,-0.0,0.7551,0.0001,0.0,0.2831,0.8438213523760545,2
VijftigPlus,WoningbezitEigenWoning_140,votes,0.0005,0.0,0.0205,0.0,0.0,0.7197982968520484,2
VVD,WoningbezitHuurwoning_141,votes_div,-0.4673,0.0,0.0274,0.0,0.333,0.0855259559977437,3
D66,WoningbezitHuurwoning_141,votes_div,-1.3138,0.0,0.0104,0.0,0.0153,0.05471288071122812,2
PVV,WoningbezitHuurwoning_141,votes_div,2.4109,0.0,0.2261,0.0,0.1884,1.5662722269823042e-55,3
CDA,WoningbezitHuurwoning_141,votes,-0.0054,0.0,0.0133,0.0,0.0011,0.05487259316938092,2
SP,WoningbezitHuurwoning_141,votes_div,3.9289,0.0,0.2774,0.0,0.0947,0.001708206612694684,3
PvdA,WoningbezitHuurwoning_141,votes_log,-0.1027,0.0,0.0767,0.0,0.0,0.910260550934361,3
Groenlinks,WoningbezitHuurwoning_141,votes_log,0.1876,0.0,0.1767,0.0,0.0,0.540885628939036,3
FvD,WoningbezitHuurwoning_141,votes,0.0142,0.0,0.0933,0.0,0.0,0.08214338058752615,3
PvdD,WoningbezitHuurwoning_141,votes_square,0.0002,0.0,0.0967,0.0,0.1878,2.3598212789534155e-07,3
CU,WoningbezitHuurwoning_141,votes_div,-5.4795,0.0,0.0167,0.0,0.1168,9.450929299834852e-12,2
SGP,WoningbezitHuurwoning_141,votes,0.0032,0.0176,0.0039,0.0,0.0,0.7355799770867083,2
DENK,WoningbezitHuurwoning_141,votes,-0.0005,0.0935,0.003,0.0,0.8127,0.1339239490758375,2
VijftigPlus,WoningbezitHuurwoning_141,votes,0.0015,0.0,0.0207,0.0,0.0,0.13605053640807782,2
VVD,ParticuliereHuishoudensExclStudenten_142,votes_log,0.0021,0.0,0.079,0.0,0.3821,0.9492951414358735,4
D66,ParticuliereHuishoudensExclStudenten_142,votes_div,0.0224,0.0025,0.0028,0.0,0.0,0.5703455969814546,2
PVV,ParticuliereHuishoudensExclStudenten_142,votes_sqrt,-0.0004,0.0,0.0967,0.0057,0.3562,0.6682460795750775,4
CDA,ParticuliereHuishoudensExclStudenten_142,votes_log,0.0027,0.0,0.1173,0.1737,0.0,5.019554512739652e-07,3
SP,ParticuliereHuishoudensExclStudenten_142,votes,-0.0003,0.0,0.1175,0.0,0.0,0.4482040464654622,3
PvdA,ParticuliereHuishoudensExclStudenten_142,votes_div,0.0198,0.0014,0.0031,0.0,0.0022,0.6776209246481093,2
Groenlinks,ParticuliereHuishoudensExclStudenten_142,votes_log,-0.0008,0.0003,0.0043,0.0,0.0,0.11294383267030753,2
FvD,ParticuliereHuishoudensExclStudenten_142,votes,0.0001,0.0,0.0195,0.0,0.0166,0.07187921667849383,2
PvdD,ParticuliereHuishoudensExclStudenten_142,votes,-0.0,0.0,0.035,0.0,0.0,0.5344241303207593,2
CU,ParticuliereHuishoudensExclStudenten_142,votes_div,0.2803,0.0,0.0536,0.0,0.464,3.4953321775305426e-19,3
SGP,ParticuliereHuishoudensExclStudenten_142,votes_square,0.0,0.0003,0.0088,0.0,0.0,0.11549465757136954,2
DENK,ParticuliereHuishoudensExclStudenten_142,votes,-0.0001,0.0,0.2397,0.0,0.0,6.119100926182959e-14,2
VijftigPlus,ParticuliereHuishoudensExclStudenten_142,votes_div,0.0256,0.0056,0.0028,0.0,0.2286,0.6577246764239135,3
VVD,TypeEenpersoonshuishouden_143,votes_div,-0.0232,0.0,0.0142,0.0,0.0506,0.8468954458034911,3
D66,TypeEenpersoonshuishouden_143,votes,-0.0,0.3248,0.0003,0.0,0.0,0.29610600909092333,1
PVV,TypeEenpersoonshuishouden_143,votes_div,0.0821,0.0,0.0769,0.0,0.1018,2.5998033935061277e-14,3
CDA,TypeEenpersoonshuishouden_143,votes_log,0.0033,0.0,0.0453,0.4583,0.0,1.0597967983699313e-12,2
SP,TypeEenpersoonshuishouden_143,votes,-0.0005,0.0,0.0893,0.0,0.0,0.4299787150312969,3
PvdA,TypeEenpersoonshuishouden_143,votes_div,0.0264,0.0303,0.0014,0.0,0.0272,0.7718961889038068,2
Groenlinks,TypeEenpersoonshuishouden_143,votes_div,0.0155,0.736,0.0,0.0,0.0847,0.9872399376818081,2
FvD,TypeEenpersoonshuishouden_143,votes_div,-0.0684,0.0042,0.0075,0.0,0.0462,0.32054557818940344,2
PvdD,TypeEenpersoonshuishouden_143,votes,-0.0,0.0,0.0061,0.0,0.0,0.8374412398603768,2
CU,TypeEenpersoonshuishouden_143,votes_log,-0.0035,0.0001,0.0085,0.0,0.3819,6.687983129945066e-05,2
SGP,TypeEenpersoonshuishouden_143,votes_square,0.0001,0.0132,0.0042,0.0,0.0002,0.2311723878458215,2
DENK,TypeEenpersoonshuishouden_143,votes,-0.0001,0.0,0.1317,0.0,0.0,0.001115998179409311,2
VijftigPlus,TypeEenpersoonshuishouden_143,votes,-0.0,0.0047,0.003,0.0,0.919,0.8981270208093969,3
VVD,TypeEenoudergezin_144,votes,0.0007,0.0,0.0564,0.0,0.0,1.4418627364291064e-16,2
D66,TypeEenoudergezin_144,votes_div,0.0403,0.0154,0.0018,0.0,0.2092,0.67102477176978,3
PVV,TypeEenoudergezin_144,votes,-0.0004,0.0,0.0394,0.0,0.0,0.10146528844153936,2
CDA,TypeEenoudergezin_144,votes,0.0009,0.0,0.1014,0.0,0.0,3.4015101186790595e-51,2
SP,TypeEenoudergezin_144,votes,-0.0004,0.0,0.0527,0.0,0.0,0.18649943267099015,3
PvdA,TypeEenoudergezin_144,votes_div,0.0312,0.0234,0.0016,0.0,0.0279,0.9849182996846146,2
Groenlinks,TypeEenoudergezin_144,votes,-0.0001,0.0005,0.0039,0.0,0.0552,0.4951202372586675,3
FvD,TypeEenoudergezin_144,votes,0.0001,0.0487,0.0036,0.0,0.1147,0.060696515590277444,3
PvdD,TypeEenoudergezin_144,votes_div,0.2048,0.0,0.0208,0.0,0.0763,0.4844053554940595,3
CU,TypeEenoudergezin_144,votes_div,0.71,0.0,0.0722,0.0,0.0002,3.0404447770239206e-25,2
SGP,TypeEenoudergezin_144,votes,0.0003,0.0002,0.0092,0.0,0.2477,2.8786527571904496e-05,2
DENK,TypeEenoudergezin_144,votes,-0.0002,0.0,0.1342,0.0,0.0,3.1065498531378255e-06,2
VijftigPlus,TypeEenoudergezin_144,votes_div,0.0777,0.0001,0.0056,0.0,0.2143,0.40057796372420285,3
VVD,TypePaarZonderKind_145,votes_log,0.0019,0.0,0.1039,0.0,0.8146,0.0589995922055717,4
D66,TypePaarZonderKind_145,votes,-0.0,0.0,0.0061,0.0,0.0,0.22013228676553787,2
PVV,TypePaarZonderKind_145,votes_sqrt,-0.0004,0.0,0.1416,0.0055,0.9864,0.11816151218638851,4
CDA,TypePaarZonderKind_145,votes_log,0.0017,0.0,0.0776,0.4614,0.0,5.39447804448446e-06,3
SP,TypePaarZonderKind_145,votes,-0.0002,0.0,0.15,0.0,0.0003,0.2832816594143343,3
PvdA,TypePaarZonderKind_145,votes_div,0.0104,0.0301,0.0014,0.0,0.0202,0.49449714973794046,2
Groenlinks,TypePaarZonderKind_145,votes_div,-0.0231,0.2032,0.0005,0.0,0.0757,0.4408034719741092,2
FvD,TypePaarZonderKind_145,votes_div,-0.0621,0.0,0.0339,0.0,0.1308,0.006193342740163753,2
PvdD,TypePaarZonderKind_145,votes,-0.0,0.0,0.0081,0.0,0.0,0.8162034914692111,2
CU,TypePaarZonderKind_145,votes_div,0.1632,0.0,0.0305,0.0,0.0685,6.279596593138836e-11,2
SGP,TypePaarZonderKind_145,votes,0.0001,0.0216,0.0036,0.0,0.0,0.17328418451764038,2
DENK,TypePaarZonderKind_145,votes,-0.0001,0.0,0.2446,0.0,0.0,3.3468848398525173e-15,2
VijftigPlus,TypePaarZonderKind_145,votes_div,0.0017,0.8192,0.0,0.0,0.2521,0.3551369364963213,2
VVD,TypePaarMetKindEren_146,votes_div,-0.014,0.0,0.0211,0.0,0.0632,0.7496858793215742,3
D66,TypePaarMetKindEren_146,votes_div,0.0257,0.0004,0.0039,0.0,0.0002,0.5922758658913885,2
PVV,TypePaarMetKindEren_146,votes,-0.0003,0.0,0.1141,0.0,0.0,0.7203551736740379,3
CDA,TypePaarMetKindEren_146,votes,0.0004,0.0,0.0819,0.0,0.0,9.012288489414912e-38,2
SP,TypePaarMetKindEren_146,votes_div,0.1042,0.0,0.1446,0.0,0.4281,0.0027533779567872198,3
PvdA,TypePaarMetKindEren_146,votes,-0.0001,0.0,0.0127,0.0,0.0716,3.881930934457743e-07,2
Groenlinks,TypePaarMetKindEren_146,votes_square,0.0,0.1047,0.0009,0.0,0.1913,0.12506854399783904,2
FvD,TypePaarMetKindEren_146,votes,0.0002,0.0,0.048,0.0,0.0,0.17864248818146575,2
PvdD,TypePaarMetKindEren_146,votes_div,0.0791,0.0,0.0152,0.0,0.0,0.7070669500442102,2
CU,TypePaarMetKindEren_146,votes_div,0.3061,0.0,0.0651,0.0,0.8341,1.9003051056601994e-23,3
SGP,TypePaarMetKindEren_146,votes_square,0.0,0.0,0.0113,0.0,0.0,0.07741036605177797,2
DENK,TypePaarMetKindEren_146,votes,-0.0001,0.0,0.1686,0.0,0.0,1.3932446669480946e-12,2
VijftigPlus,TypePaarMetKindEren_146,votes_div,0.0216,0.018,0.0021,0.0,0.0127,0.7763409836075171,2
VVD,BronInkomenAlsWerknemer_147,votes_div,-0.0151,0.0,0.0104,0.0,0.2078,0.2972489379249369,3
D66,BronInkomenAlsWerknemer_147,votes_log,-0.0034,0.0,0.0593,0.0,0.0,0.0505124022400381,3
PVV,BronInkomenAlsWerknemer_147,votes,-0.0004,0.0,0.095,0.0,0.0,0.5531370637423805,3
CDA,BronInkomenAlsWerknemer_147,votes_log,0.0039,0.0,0.1094,0.0968,0.0,0.1249910517173984,4
SP,BronInkomenAlsWerknemer_147,votes_div,0.1615,0.0,0.1441,0.0,0.1216,5.694208035026896e-05,3
PvdA,BronInkomenAlsWerknemer_147,votes_div,0.0337,0.0003,0.004,0.0,0.0012,0.27981913966624655,2
Groenlinks,BronInkomenAlsWerknemer_147,votes_sqrt,-0.0001,0.0306,0.0015,0.0,0.0015,0.5126320220136142,2
FvD,BronInkomenAlsWerknemer_147,votes,0.0004,0.0,0.0628,0.0,0.0,0.3185073233695042,3
PvdD,BronInkomenAlsWerknemer_147,votes,-0.0001,0.0,0.0484,0.0,0.0,0.6439206625763298,2
CU,BronInkomenAlsWerknemer_147,votes_div,0.4795,0.0,0.0685,0.0,0.0015,8.306581592645556e-26,2
SGP,BronInkomenAlsWerknemer_147,votes,0.0003,0.0,0.0183,0.0,0.0,5.351376241759228e-07,1
DENK,BronInkomenAlsWerknemer_147,votes,-0.0001,0.0,0.1999,0.0,0.0,8.806267963955695e-16,2
VijftigPlus,BronInkomenAlsWerknemer_147,votes_square,0.0,0.0494,0.0014,0.0,0.3642,0.10438199025113852,3
VVD,BronInkomenAlsZelfstandige_148,votes_div,-0.0099,0.0,0.0251,0.0,0.0965,0.3767791925201509,3
D66,BronInkomenAlsZelfstandige_148,votes,-0.0001,0.0,0.0543,0.0,0.0,2.091293520302442e-05,2
PVV,BronInkomenAlsZelfstandige_148,votes_sqrt,-0.0003,0.0,0.1196,0.009,0.7967,0.7377061564003196,4
CDA,BronInkomenAlsZelfstandige_148,votes_log,0.002,0.0,0.1612,0.0503,0.0,4.582330619898696e-10,3
SP,BronInkomenAlsZelfstandige_148,votes,-0.0002,0.0,0.1334,0.0,0.0,0.18004963226987614,3
PvdA,BronInkomenAlsZelfstandige_148,votes_log,-0.0009,0.0,0.0179,0.0,0.0802,0.6920097903150237,3
Groenlinks,BronInkomenAlsZelfstandige_148,votes_div,0.0003,0.9829,0.0,0.0,0.1444,0.25217335898546916,2
FvD,BronInkomenAlsZelfstandige_148,votes_square,0.0,0.0006,0.0107,0.0,0.0603,0.8385164895388302,3
PvdD,BronInkomenAlsZelfstandige_148,votes,-0.0,0.0,0.0614,0.0,0.0,0.8618707388666795,3
CU,BronInkomenAlsZelfstandige_148,votes_div,0.1584,0.0,0.0424,0.0,0.1522,1.6787143169931069e-16,2
SGP,BronInkomenAlsZelfstandige_148,votes_square,0.0,0.0091,0.0046,0.0,0.0003,0.9796545487385456,2
DENK,BronInkomenAlsZelfstandige_148,votes,-0.0001,0.0,0.2638,0.0,0.0,7.999192588486204e-18,2
VijftigPlus,BronInkomenAlsZelfstandige_148,votes_log,-0.0002,0.0483,0.0015,0.0,0.0537,0.597540654111018,3
VVD,BronOverdrachtsinkomen_149,votes_log,0.0017,0.0,0.0921,0.0,0.1022,0.8195128310546335,4
D66,BronOverdrachtsinkomen_149,votes,-0.0,0.0,0.0068,0.0,0.0,0.2916279858220948,2
PVV,BronOverdrachtsinkomen_149,votes_square,-0.0,0.0,0.0581,0.0,0.4309,0.00012211715692663115,3
CDA,BronOverdrachtsinkomen_149,votes_log,0.002,0.0,0.1218,0.3844,0.0,2.856525284554184e-05,3
SP,BronOverdrachtsinkomen_149,votes_sqrt,-0.0004,0.0,0.1302,0.0657,0.6924,0.05916829515472629,5
PvdA,BronOverdrachtsinkomen_149,votes_div,0.0145,0.0011,0.0032,0.0,0.0005,0.9196616912636888,2
Groenlinks,BronOverdrachtsinkomen_149,votes_log,-0.0007,0.0,0.0068,0.0,0.0,0.26566164860061686,2
FvD,BronOverdrachtsinkomen_149,votes_div,-0.0292,0.0014,0.0092,0.0,0.1398,0.21573421379508737,3
PvdD,BronOverdrachtsinkomen_149,votes,-0.0,0.0,0.0303,0.0,0.0,0.8265518406043917,2
CU,BronOverdrachtsinkomen_149,votes_div,0.1508,0.0,0.0318,0.0,0.5301,6.898821659204159e-13,2
SGP,BronOverdrachtsinkomen_149,votes_square,0.0,0.0007,0.0077,0.0,0.0002,0.2823907139688765,2
